wilayah,provinsi,tahun,pdrb_perkapita,kemiskinan,pengangguran,ipm,harapan_hidup,rata_lama_sekolah,akses_internet,jalan_baik,air_bersih,catatan_data
Kabupaten/Kota_2128,Sumatera Utara,2021,59364354.0,23.32,7.75,70.91,61.26,9.74,50.27,91.63,44.79,Normal
Kabupaten/Kota_2129,Sulawesi Selatan,2021,164401003.0,11.41,9.92,73.5,74.32,7.89,43.25,71.79,42.56,Normal
Kabupaten/Kota_2130,Jawa Tengah,2022,122150885.0,11.45,11.0,66.54,75.56,10.6,43.99,36.83,68.37,Normal
Kabupaten/Kota_2131,Sulawesi Selatan,2021,213228934.0,2.63,10.43,75.21,71.13,7.61,95.6,86.34,80.47,Normal
Kabupaten/Kota_2132,Jawa Tengah,2024,121870542.0,21.99,9.22,56.69,71.17,6.79,60.35,78.0,95.63,Normal
Kabupaten/Kota_2133,Sumatera Utara,2023,160014197.0,15.32,10.82,69.2,73.08,13.52,35.12,37.58,49.84,Normal
Kabupaten/Kota_2134,DKI Jakarta,2024,52281062.0,17.38,13.63,71.08,71.14,13.11,85.76,91.68,57.91,Normal
Kabupaten/Kota_2135,Sulawesi Selatan,2021,153174611.0,21.29,4.47,74.28,76.24,13.97,83.75,91.02,47.99,Normal
Kabupaten/Kota_2136,Sumatera Utara,2023,127583269.0,14.53,13.97,59.2,71.0,10.99,43.84,58.1,98.89,Normal
Kabupaten/Kota_2137,Jawa Tengah,2021,188721525.0,4.92,7.36,67.78,66.14,8.18,53.07,34.43,91.7,Normal
Kabupaten/Kota_2138,Sumatera Utara,2020,90120440.0,12.62,5.22,59.0,73.85,5.42,37.31,70.21,41.54,Normal
Kabupaten/Kota_2139,Papua,2022,105604304.0,5.12,10.74,66.53,63.06,11.52,67.2,72.87,63.39,Normal
Kabupaten/Kota_2140,Jawa Tengah,2024,56305952.0,5.19,7.11,56.38,72.17,9.27,50.75,49.23,94.57,Normal
Kabupaten/Kota_2141,Sulawesi Selatan,2023,103083374.0,23.74,13.46,77.53,74.02,5.26,56.52,42.22,42.94,Normal
Kabupaten/Kota_2142,Jawa Timur,2022,45389854.0,3.85,10.79,55.44,75.3,12.01,25.25,32.59,97.14,Normal
Kabupaten/Kota_2143,Kalimantan Timur,2021,136347802.0,9.12,4.09,68.43,76.04,10.4,80.57,54.47,50.07,Normal
Kabupaten/Kota_2144,Jawa Timur,2021,143195141.0,8.42,4.98,79.16,72.52,8.86,52.38,73.34,47.92,Normal
Kabupaten/Kota_2145,Kalimantan Timur,2022,123075583.0,21.5,10.71,80.53,73.79,8.13,57.47,97.77,47.58,Normal
Kabupaten/Kota_2146,Kalimantan Timur,2023,90558388.0,22.62,6.96,82.66,60.68,5.73,30.23,56.76,77.3,Normal
Kabupaten/Kota_2147,Banten,2022,194869102.0,9.52,13.2,66.97,75.8,7.7,21.09,47.82,84.36,Normal
Kabupaten/Kota_2148,Jawa Timur,2023,48810512.0,22.76,10.1,64.09,77.78,9.18,71.02,43.29,90.36,Normal
Kabupaten/Kota_2149,Kalimantan Timur,2021,67386728.0,18.99,11.55,69.32,77.86,11.81,31.97,51.7,42.72,Normal
Kabupaten/Kota_2150,Sumatera Utara,2021,134735725.0,2.78,14.36,75.57,65.57,8.27,88.71,75.99,48.79,Normal
Kabupaten/Kota_2151,Jawa Barat,2020,24099772.0,9.11,3.82,68.63,68.94,5.56,90.66,43.69,95.79,Normal
Kabupaten/Kota_2152,Sumatera Utara,2021,144201860.0,4.07,10.41,61.03,60.15,7.84,81.42,32.46,83.87,Normal
Kabupaten/Kota_2153,Jawa Timur,2022,194639883.0,22.11,2.92,62.6,67.05,10.99,23.71,97.01,61.75,Normal
Kabupaten/Kota_2154,Jawa Timur,2023,189701656.0,20.0,8.85,64.54,67.08,7.0,21.49,91.74,41.55,Normal
Kabupaten/Kota_2155,Banten,2024,204092754.0,20.6,8.86,74.08,77.06,5.43,36.64,57.17,78.95,Normal
Kabupaten/Kota_2156,Sumatera Barat,2024,142214230.0,2.16,10.77,70.63,73.04,8.45,25.74,75.25,97.25,Normal
Kabupaten/Kota_2157,Sulawesi Selatan,2024,97595758.0,23.27,13.01,64.72,77.83,12.65,37.46,81.94,98.5,Normal
Kabupaten/Kota_2158,Kalimantan Timur,2024,72428717.0,16.45,6.94,69.33,64.63,12.38,20.52,55.63,52.87,Normal
Kabupaten/Kota_2159,Sumatera Barat,2022,200640006.0,6.25,5.81,65.18,76.81,13.11,64.48,30.17,84.55,Normal
Kabupaten/Kota_2160,Sulawesi Selatan,2023,227689250.0,23.75,5.82,61.02,76.03,8.67,27.44,54.82,95.16,Normal
Kabupaten/Kota_2161,Sumatera Barat,2020,221293801.0,17.32,11.3,77.48,65.27,9.21,39.1,32.2,94.71,Normal
Kabupaten/Kota_2162,Banten,2024,77118467.0,16.19,13.92,67.34,73.79,6.22,34.84,86.1,62.81,Normal
Kabupaten/Kota_2163,Jawa Tengah,2022,218904498.0,13.98,2.17,78.32,71.09,13.39,91.32,99.23,61.81,Normal
Kabupaten/Kota_2164,Sumatera Utara,2024,50903939.0,8.88,1.24,60.24,69.07,8.15,36.28,42.94,82.57,Normal
Kabupaten/Kota_2165,Jawa Tengah,2023,77417414.0,15.75,3.77,65.57,65.84,11.71,29.0,45.18,40.58,Normal
Kabupaten/Kota_2166,Kalimantan Timur,2021,126956973.0,9.97,8.41,69.42,76.4,6.82,90.06,35.74,67.94,Normal
Kabupaten/Kota_2167,Sumatera Barat,2024,54405654.0,5.48,4.28,57.56,69.82,5.35,56.32,33.13,57.6,Normal
Kabupaten/Kota_2168,Jawa Barat,2023,34199156.0,16.17,14.5,84.51,74.35,6.11,26.4,36.71,77.7,Normal
Kabupaten/Kota_2169,DKI Jakarta,2024,39596901.0,10.8,1.98,61.6,68.35,12.06,35.26,80.93,56.38,Normal
Kabupaten/Kota_2170,DKI Jakarta,2024,234552998.0,18.49,7.51,74.94,72.37,7.55,67.65,34.23,53.06,Normal
Kabupaten/Kota_2171,Banten,2021,70478123.0,15.8,14.59,71.27,65.34,10.75,29.86,52.48,97.62,Normal
Kabupaten/Kota_2172,DKI Jakarta,2023,174920255.0,2.65,14.73,59.33,65.7,13.84,22.11,57.18,46.14,Normal
Kabupaten/Kota_2173,Sumatera Utara,2021,157174747.0,5.86,7.9,55.17,66.81,9.91,27.87,64.23,41.7,Normal
Kabupaten/Kota_2174,Jawa Barat,2023,167414420.0,7.86,13.73,62.42,77.26,11.64,21.19,31.56,69.95,Normal
Kabupaten/Kota_2175,DKI Jakarta,2020,236730860.0,,3.61,67.71,76.12,12.32,72.82,98.75,99.77,Missing Value
Kabupaten/Kota_2176,Kalimantan Timur,2020,98900838.0,4.97,4.5,77.98,76.33,13.73,74.88,71.1,62.93,Normal
Kabupaten/Kota_2177,Jawa Timur,2024,95644308.0,14.41,3.09,62.36,63.26,13.07,47.56,39.92,87.98,Normal
Kabupaten/Kota_2178,Jawa Timur,2021,160442064.0,8.52,10.6,65.49,77.82,12.62,0.44,57.25,76.17,Outlier
Kabupaten/Kota_2179,Sumatera Barat,2024,46480108.0,8.63,4.33,63.91,70.97,6.89,75.04,46.41,82.37,Normal
Kabupaten/Kota_2180,Jawa Tengah,2024,152119259.0,6.48,2.34,76.3,77.65,6.75,47.07,49.96,99.99,Normal
Kabupaten/Kota_2181,DKI Jakarta,2020,147625869.0,5.67,13.64,81.08,60.33,8.99,56.35,81.54,60.78,Normal
Kabupaten/Kota_2182,DKI Jakarta,2024,221616630.0,16.38,12.94,64.58,67.57,12.51,95.77,88.93,62.23,Normal
Kabupaten/Kota_2183,DKI Jakarta,2021,173066880.0,10.46,7.89,65.95,61.67,12.44,22.12,31.86,82.63,Normal
Kabupaten/Kota_2184,Jawa Barat,2024,235859279.0,5.58,7.31,79.9,72.81,13.56,84.73,62.24,91.9,Normal
Kabupaten/Kota_2185,Sumatera Utara,2020,221878336.0,7.2,7.55,64.48,72.75,12.07,37.94,89.06,62.27,Normal
Kabupaten/Kota_2186,Jawa Barat,2020,27204253.0,5.02,9.3,80.55,75.29,7.05,96.41,42.73,48.95,Normal
Kabupaten/Kota_2187,Jawa Timur,2023,75357605.0,2.17,1.55,66.6,77.09,11.52,68.4,80.62,43.22,Normal
Kabupaten/Kota_2188,Kalimantan Timur,2024,97875831.0,6.31,14.04,72.29,66.85,8.97,26.5,62.28,64.03,Normal
Kabupaten/Kota_2189,Sulawesi Selatan,2023,232719862.0,5.32,4.1,59.93,72.04,9.32,81.38,55.62,62.72,Normal
Kabupaten/Kota_2190,Kalimantan Timur,2020,69164811.0,3.25,12.69,61.54,64.1,12.41,46.36,59.28,94.26,Normal
Kabupaten/Kota_2191,Papua,2020,45519290.0,11.63,2.82,59.64,73.84,5.39,22.34,83.47,59.13,Normal
Kabupaten/Kota_2192,Jawa Timur,2023,120515201.0,5.07,13.97,59.42,74.27,12.56,48.19,73.64,89.93,Normal
Kabupaten/Kota_2193,Sulawesi Selatan,2022,43812277.0,18.75,8.12,57.43,76.14,6.14,92.74,40.97,46.25,Normal
Kabupaten/Kota_2194,Jawa Barat,2021,226526872.0,13.02,13.01,80.1,74.56,13.94,97.18,45.88,86.59,Normal
Kabupaten/Kota_2195,Jawa Barat,2022,230480555.0,11.72,3.34,60.17,67.47,8.86,34.45,31.65,94.88,Normal
Kabupaten/Kota_2196,Sulawesi Selatan,2021,180154738.0,6.0,8.83,77.97,64.87,7.38,90.82,58.74,57.6,Normal
Kabupaten/Kota_2197,Sulawesi Selatan,2022,86845853.0,13.84,5.39,69.81,72.99,9.9,54.56,54.76,79.95,Normal
Kabupaten/Kota_2198,Jawa Timur,2021,80855903.0,23.21,6.72,84.14,71.82,6.15,85.25,54.07,82.8,Normal
Kabupaten/Kota_2199,Sumatera Barat,2021,58806803.0,10.63,8.17,62.76,75.56,12.37,49.29,41.06,44.68,Normal
Kabupaten/Kota_2200,Sulawesi Selatan,2024,80393187.0,5.18,5.9,72.89,76.54,7.15,87.91,58.15,86.54,Normal
Kabupaten/Kota_2201,Kalimantan Timur,2021,91246530.0,22.26,12.49,61.39,62.9,5.88,49.66,74.99,45.68,Normal
Kabupaten/Kota_2202,Banten,2021,72141534.0,,2.85,67.53,65.56,11.29,21.65,36.74,55.26,Missing Value
Kabupaten/Kota_2203,DKI Jakarta,2022,200108362.0,,12.18,55.89,64.71,7.77,56.27,74.57,88.61,Missing Value
Kabupaten/Kota_2204,Jawa Tengah,2020,187170291.0,15.47,9.23,77.59,76.73,7.81,70.35,50.54,64.64,Normal
Kabupaten/Kota_2205,Kalimantan Timur,2021,201246519.0,5.04,1.38,78.05,72.5,10.16,42.81,62.31,50.78,Normal
Kabupaten/Kota_2206,Jawa Timur,2022,126369080.0,11.51,11.67,60.02,64.52,10.66,41.08,63.68,85.16,Normal
Kabupaten/Kota_2207,Sumatera Utara,2020,70974207.0,2.53,5.71,83.9,76.62,10.72,72.56,61.87,94.22,Normal
Kabupaten/Kota_2208,Jawa Timur,2022,87267056.0,11.33,6.5,83.82,65.83,7.63,28.45,75.11,77.02,Normal
Kabupaten/Kota_2209,Jawa Timur,2023,170369351.0,17.19,3.49,84.69,67.92,6.63,34.76,84.81,90.81,Normal
Kabupaten/Kota_2210,Sumatera Utara,2024,201490883.0,7.11,7.77,60.54,77.31,11.64,86.61,43.56,76.93,Normal
Kabupaten/Kota_2211,Kalimantan Timur,2024,48093259.0,58.41,5.7,82.07,67.92,6.38,94.97,30.13,60.03,Outlier
Kabupaten/Kota_2212,Banten,2022,87370332.0,5.5,6.72,73.95,68.65,7.64,22.04,86.24,90.56,Normal
Kabupaten/Kota_2213,Papua,2020,67795041.0,18.96,8.49,73.36,74.86,7.41,45.93,56.91,40.08,Normal
Kabupaten/Kota_2214,Banten,2024,214241768.0,24.16,12.25,81.24,72.9,6.69,66.64,39.31,66.89,Normal
Kabupaten/Kota_2215,Sumatera Barat,2023,227628834.0,21.64,12.28,80.15,60.16,12.88,46.28,92.36,78.17,Normal
Kabupaten/Kota_2216,Kalimantan Timur,2022,68966205.0,17.05,12.52,64.25,70.45,9.64,85.2,38.21,59.71,Normal
Kabupaten/Kota_2217,Banten,2022,43513787.0,23.51,12.05,63.71,73.78,6.0,96.1,94.08,60.87,Normal
Kabupaten/Kota_2218,Jawa Barat,2021,60817097.0,20.98,2.69,78.99,75.94,6.94,32.91,95.33,52.37,Normal
Kabupaten/Kota_2219,Jawa Barat,2022,182377781.0,7.86,13.21,67.4,61.71,7.65,33.53,52.5,54.02,Normal
Kabupaten/Kota_2220,DKI Jakarta,2020,66107307.0,23.83,12.35,62.39,73.3,13.11,23.68,84.22,55.67,Normal
Kabupaten/Kota_2221,Kalimantan Timur,2023,15921374.0,24.78,2.94,80.55,69.3,12.69,74.12,80.65,89.94,Normal
Kabupaten/Kota_2222,Sumatera Utara,2020,196175536.0,18.79,6.5,62.74,77.37,10.54,45.91,52.14,71.54,Normal
Kabupaten/Kota_2223,Banten,2021,117246355.0,17.98,9.3,83.68,60.23,9.83,74.73,96.31,92.48,Normal
Kabupaten/Kota_2224,Sumatera Barat,2020,65736995.0,7.08,1.78,82.87,69.13,13.83,68.5,47.7,86.08,Normal
Kabupaten/Kota_2225,Jawa Timur,2023,30445575.0,3.47,9.45,67.29,77.08,9.59,40.65,95.57,96.82,Normal
Kabupaten/Kota_2226,Jawa Timur,2020,204858568.0,15.75,6.39,79.35,62.51,13.41,43.54,36.03,52.85,Normal
Kabupaten/Kota_2227,Sulawesi Selatan,2022,197996167.0,11.72,8.38,64.85,61.53,10.15,94.13,37.17,71.46,Normal
Kabupaten/Kota_2228,Sumatera Utara,2024,187598870.0,3.98,7.24,58.51,73.86,9.8,35.91,97.38,47.4,Normal
Kabupaten/Kota_2229,DKI Jakarta,2024,59745478.0,5.49,11.58,62.61,60.2,9.83,34.33,62.26,51.63,Normal
Kabupaten/Kota_2230,DKI Jakarta,2024,203451038.0,6.77,12.15,72.5,67.56,8.96,96.8,72.91,63.21,Normal
Kabupaten/Kota_2231,Papua,2023,84581443.0,3.82,6.52,62.47,73.93,12.65,79.88,49.87,98.62,Normal
Kabupaten/Kota_2232,Papua,2021,64602399.0,20.44,2.51,79.32,66.38,10.37,22.17,93.55,57.01,Normal
Kabupaten/Kota_2233,Jawa Tengah,2020,135442476.0,6.39,3.03,81.21,72.85,9.39,90.51,59.72,66.96,Normal
Kabupaten/Kota_2234,DKI Jakarta,2022,55411086.0,16.24,1.93,84.84,66.37,8.63,28.45,61.83,78.37,Normal
Kabupaten/Kota_2235,Sumatera Utara,2022,138760337.0,2.63,14.5,62.04,72.16,5.99,28.81,68.05,90.09,Normal
Kabupaten/Kota_2236,Jawa Barat,2024,,12.42,7.0,74.38,60.85,13.17,60.34,56.78,68.77,Missing Value
Kabupaten/Kota_2237,Kalimantan Timur,2024,159975239.0,17.21,8.1,66.89,71.52,5.98,88.7,33.84,79.0,Normal
Kabupaten/Kota_2238,Sumatera Utara,2020,123175877.0,10.2,5.63,83.76,76.77,12.79,70.95,52.24,85.67,Normal
Kabupaten/Kota_2239,Jawa Timur,2023,172504216.0,19.95,7.0,70.6,65.78,6.01,81.71,79.84,49.35,Normal
Kabupaten/Kota_2240,Jawa Timur,2021,187195741.0,22.34,9.57,77.82,72.4,12.41,88.06,95.44,85.5,Normal
Kabupaten/Kota_2241,Jawa Tengah,2022,215089383.0,4.28,8.81,84.84,70.1,9.3,26.63,45.4,42.04,Normal
Kabupaten/Kota_2242,Jawa Timur,2021,228949059.0,17.05,2.2,84.7,61.25,7.31,58.86,55.32,82.63,Normal
Kabupaten/Kota_2243,Papua,2022,190231505.0,13.29,4.17,76.55,71.88,11.37,46.13,54.0,80.18,Normal
Kabupaten/Kota_2244,Papua,2022,29338713.0,5.45,6.88,58.81,73.1,8.93,49.13,93.87,99.76,Normal
Kabupaten/Kota_2245,DKI Jakarta,2020,36922464.0,3.82,6.4,65.65,70.65,12.61,69.58,46.6,68.26,Normal
Kabupaten/Kota_2246,Banten,2022,249875068.0,8.53,10.54,67.16,66.86,12.19,81.6,92.98,44.16,Normal
Kabupaten/Kota_2247,Sumatera Utara,2020,155421593.0,21.88,1.19,59.98,72.69,13.91,87.97,96.62,50.28,Normal
Kabupaten/Kota_2248,Jawa Barat,2023,161449068.0,4.12,5.81,80.92,61.15,7.97,46.49,45.11,76.42,Normal
Kabupaten/Kota_2249,Jawa Timur,2022,160923797.0,4.81,10.66,70.85,74.2,9.74,90.41,77.12,59.73,Normal
Kabupaten/Kota_2250,Kalimantan Timur,2020,152001791.0,15.29,13.92,64.1,75.77,9.21,74.38,61.62,91.41,Normal
Kabupaten/Kota_2251,Banten,2022,120605766.0,16.54,6.73,80.2,69.73,6.44,32.18,53.74,91.88,Normal
Kabupaten/Kota_2252,Banten,2022,243415398.0,9.79,2.81,75.88,77.01,10.66,52.24,65.72,60.05,Normal
Kabupaten/Kota_2253,Kalimantan Timur,2020,193231318.0,18.47,10.63,80.28,70.25,7.28,45.87,71.48,55.85,Normal
Kabupaten/Kota_2254,Jawa Timur,2022,60487062.0,21.32,4.08,60.19,69.53,7.57,36.18,30.43,62.56,Normal
Kabupaten/Kota_2255,Jawa Timur,2023,114989094.0,13.44,3.31,73.08,72.8,6.52,83.09,46.99,48.98,Normal
Kabupaten/Kota_2256,Kalimantan Timur,2022,169179563.0,6.0,13.48,84.81,70.0,13.95,80.71,72.24,74.32,Normal
Kabupaten/Kota_2257,Sumatera Utara,2021,218408725.0,10.21,10.52,84.06,68.93,12.87,96.83,71.48,68.73,Normal
Kabupaten/Kota_2258,Jawa Timur,2024,25556712.0,23.75,10.1,79.36,75.45,9.43,20.07,94.18,97.72,Normal
Kabupaten/Kota_2259,Jawa Barat,2024,140961214.0,2.55,10.4,71.26,71.43,11.26,70.11,81.87,87.61,Normal
Kabupaten/Kota_2260,Jawa Tengah,2024,249337885.0,17.01,4.84,72.24,66.68,6.05,35.72,71.58,65.7,Normal
Kabupaten/Kota_2261,Jawa Tengah,2022,,22.71,8.41,58.42,77.12,9.29,94.93,78.68,68.65,Missing Value
Kabupaten/Kota_2262,Sulawesi Selatan,2021,,12.07,11.54,,64.18,10.56,54.63,30.31,54.75,Missing Value
Kabupaten/Kota_2263,Sumatera Barat,2020,162983418.0,2.21,9.11,64.21,60.83,8.0,41.74,41.33,46.44,Normal
Kabupaten/Kota_2264,Kalimantan Timur,2020,221572191.0,6.25,8.29,66.49,77.81,7.51,74.44,89.42,44.4,Normal
Kabupaten/Kota_2265,Sulawesi Selatan,2021,238727754.0,18.33,14.87,62.59,76.54,10.34,26.23,32.91,85.56,Normal
Kabupaten/Kota_2266,Papua,2020,232637748.0,11.88,6.97,64.86,70.65,8.57,63.35,95.26,52.65,Normal
Kabupaten/Kota_2267,Kalimantan Timur,2024,83560890.0,7.45,4.22,67.49,71.54,7.49,38.39,37.4,44.82,Normal
Kabupaten/Kota_2268,Sumatera Utara,2021,163990577.0,4.61,2.14,56.38,74.45,13.67,92.37,48.01,95.85,Normal
Kabupaten/Kota_2269,DKI Jakarta,2023,122861192.0,12.32,2.11,56.42,61.82,9.31,44.69,49.91,49.67,Normal
Kabupaten/Kota_2270,Sumatera Utara,2023,25113276.0,11.01,3.97,67.56,77.32,5.76,35.09,58.21,79.22,Normal
Kabupaten/Kota_2271,Jawa Barat,2020,100870118.0,7.62,5.89,80.32,67.4,7.37,29.43,74.65,69.1,Normal
Kabupaten/Kota_2272,Jawa Barat,2022,86370362.0,19.09,11.12,66.0,63.02,7.0,62.89,38.53,93.76,Normal
Kabupaten/Kota_2273,Kalimantan Timur,2023,164311623.0,12.67,11.96,61.75,64.73,13.77,81.47,77.41,62.67,Normal
Kabupaten/Kota_2274,Jawa Barat,2021,232105201.0,12.63,14.04,62.95,63.9,8.22,60.6,94.09,84.4,Normal
Kabupaten/Kota_2275,Sumatera Utara,2023,82010980.0,9.36,12.98,79.09,62.06,12.71,29.38,95.55,66.89,Normal
Kabupaten/Kota_2276,Jawa Timur,2023,212895463.0,4.55,8.43,75.68,62.83,11.99,34.72,85.94,47.86,Normal
Kabupaten/Kota_2277,Sulawesi Selatan,2023,31530418.0,10.11,11.08,82.13,60.92,11.55,97.05,50.42,76.42,Normal
Kabupaten/Kota_2278,Sulawesi Selatan,2023,79175354.0,24.75,3.1,67.88,72.85,5.71,86.68,45.93,60.17,Normal
Kabupaten/Kota_2279,Banten,2022,197171436.0,16.0,2.81,81.31,66.69,13.28,80.41,34.79,86.43,Normal
Kabupaten/Kota_2280,Jawa Tengah,2021,216310982.0,8.54,4.67,71.1,73.38,7.74,52.27,38.88,46.2,Normal
Kabupaten/Kota_2281,Banten,2020,123326489.0,7.81,1.93,68.35,69.85,10.98,27.35,86.16,88.34,Normal
Kabupaten/Kota_2282,Jawa Tengah,2022,194821155.0,2.79,3.53,64.99,77.53,11.78,39.76,42.54,89.23,Normal
Kabupaten/Kota_2283,Jawa Tengah,2021,236734667.0,5.51,5.65,82.43,71.05,6.7,75.04,74.51,59.63,Normal
Kabupaten/Kota_2284,Papua,2023,237153230.0,17.24,3.16,77.24,67.85,6.39,69.46,72.31,92.03,Normal
Kabupaten/Kota_2285,Papua,2024,28530464.0,21.89,9.4,81.61,62.84,5.57,67.93,87.7,52.08,Normal
Kabupaten/Kota_2286,Sumatera Utara,2021,,10.35,13.91,72.56,74.16,7.53,77.81,64.29,42.18,Missing Value
Kabupaten/Kota_2287,Sumatera Utara,2021,181731202.0,10.12,11.56,69.48,61.53,7.3,49.11,56.62,60.76,Normal
Kabupaten/Kota_2288,Jawa Tengah,2020,40552879.0,17.0,7.31,55.94,61.58,5.87,63.46,77.4,72.48,Normal
Kabupaten/Kota_2289,Papua,2024,68502204.0,13.95,1.34,74.91,76.44,11.83,25.45,79.14,68.14,Normal
Kabupaten/Kota_2290,Jawa Tengah,2022,186860940.0,14.01,1.92,70.68,62.82,12.48,27.96,53.25,43.46,Normal
Kabupaten/Kota_2291,Sumatera Utara,2024,148611759.0,16.73,7.88,68.72,70.57,8.67,54.13,53.47,88.82,Normal
Kabupaten/Kota_2292,Jawa Tengah,2023,33120245.0,24.4,10.4,79.68,76.58,9.17,37.1,84.95,88.95,Normal
Kabupaten/Kota_2293,Jawa Timur,2020,145743548.0,23.35,14.14,66.09,72.86,11.74,65.5,91.77,64.63,Normal
Kabupaten/Kota_2294,Jawa Timur,2023,172127311.0,11.22,3.44,62.54,70.29,5.54,53.19,31.21,53.17,Normal
Kabupaten/Kota_2295,Sumatera Utara,2021,245743857.0,17.15,11.31,57.49,63.42,9.07,58.94,66.62,65.89,Normal
Kabupaten/Kota_2296,Jawa Timur,2020,71082104.0,21.8,3.12,81.71,61.5,13.14,22.05,86.81,92.18,Normal
Kabupaten/Kota_2297,Sulawesi Selatan,2021,64407378.0,5.29,12.02,69.42,76.01,5.23,41.4,90.94,49.46,Normal
Kabupaten/Kota_2298,Jawa Barat,2023,210831566.0,10.04,10.6,66.31,60.25,6.41,30.0,34.77,73.18,Normal
Kabupaten/Kota_2299,Kalimantan Timur,2021,231771877.0,11.15,1.2,72.9,76.26,6.89,95.95,48.77,99.58,Normal
Kabupaten/Kota_2300,Jawa Tengah,2020,56096335.0,23.14,8.56,70.56,69.95,6.09,57.92,50.27,44.11,Normal
Kabupaten/Kota_2301,Sulawesi Selatan,2020,80297543.0,21.19,7.6,72.26,76.69,10.16,29.13,30.73,77.76,Normal
Kabupaten/Kota_2302,Jawa Tengah,2023,138526743.0,19.13,12.23,70.31,66.6,12.52,30.97,98.79,67.92,Normal
Kabupaten/Kota_2303,Jawa Timur,2022,143815797.0,19.65,2.11,72.22,75.21,11.14,30.07,86.31,80.65,Normal
Kabupaten/Kota_2304,Jawa Tengah,2024,104076013.0,9.18,14.93,72.26,64.72,13.79,56.46,,79.21,Missing Value
Kabupaten/Kota_2305,Papua,2022,135818044.0,17.26,9.42,70.32,67.35,13.2,95.07,97.24,52.44,Normal
Kabupaten/Kota_2306,Kalimantan Timur,2022,205263085.0,20.29,6.92,64.08,76.58,9.98,84.92,75.03,69.91,Normal
Kabupaten/Kota_2307,Jawa Tengah,2024,170009533.0,20.04,10.11,77.98,76.29,13.69,27.37,51.09,83.19,Normal
Kabupaten/Kota_2308,Papua,2020,47544585.0,7.38,1.64,77.5,67.69,7.1,81.35,59.61,62.78,Normal
Kabupaten/Kota_2309,Kalimantan Timur,2020,223434886.0,24.72,6.67,78.59,70.11,5.62,36.39,66.45,87.02,Normal
Kabupaten/Kota_2310,Jawa Barat,2021,203179273.0,24.33,12.95,63.61,74.0,6.97,41.27,77.66,47.42,Normal
Kabupaten/Kota_2311,Kalimantan Timur,2022,117888165.0,22.88,14.74,75.37,69.21,10.67,48.55,84.37,69.07,Normal
Kabupaten/Kota_2312,Sumatera Utara,2024,116058888.0,13.04,4.0,74.74,73.18,13.54,52.18,76.56,86.45,Normal
Kabupaten/Kota_2313,Papua,2021,203390084.0,5.82,3.16,60.01,71.48,7.93,33.01,92.19,83.53,Normal
Kabupaten/Kota_2314,Jawa Barat,2023,191894788.0,2.45,13.44,62.84,66.65,11.13,58.55,46.84,87.37,Normal
Kabupaten/Kota_2315,Banten,2024,162573907.0,6.1,14.04,70.01,61.25,13.06,38.13,44.21,56.55,Normal
Kabupaten/Kota_2316,Jawa Barat,2021,128287073.0,2.56,4.53,63.64,77.95,10.92,55.91,97.79,52.35,Normal
Kabupaten/Kota_2317,Kalimantan Timur,2024,64666330.0,17.32,3.33,63.84,62.08,9.83,47.52,75.83,70.42,Normal
Kabupaten/Kota_2318,DKI Jakarta,2022,25829821.0,18.7,2.61,67.23,75.95,8.93,56.93,41.67,91.25,Normal
Kabupaten/Kota_2319,Kalimantan Timur,2023,,18.12,11.19,80.06,67.34,5.73,47.01,80.16,94.04,Missing Value
Kabupaten/Kota_2320,Sulawesi Selatan,2022,189810942.0,24.71,9.38,58.9,61.11,12.99,66.96,87.63,40.25,Normal
Kabupaten/Kota_2321,Banten,2023,69432799.0,22.54,6.49,62.3,77.46,7.49,28.32,90.07,86.3,Normal
Kabupaten/Kota_2322,Jawa Timur,2020,76766784.0,6.14,12.8,76.22,77.23,9.15,48.64,87.01,73.19,Normal
Kabupaten/Kota_2323,Sumatera Barat,2024,178449569.0,22.05,14.83,76.25,66.66,9.32,92.03,92.42,76.92,Normal
Kabupaten/Kota_2324,Sulawesi Selatan,2020,22705835.0,7.73,11.72,67.08,74.84,7.78,50.75,40.53,48.14,Normal
Kabupaten/Kota_2325,Jawa Tengah,2023,112940605.0,19.87,12.28,62.07,69.55,12.82,34.15,63.19,81.76,Normal
Kabupaten/Kota_2326,Sumatera Barat,2022,189016879.0,9.27,10.03,83.51,73.94,11.22,29.69,54.78,56.19,Normal
Kabupaten/Kota_2327,Sulawesi Selatan,2021,155655432.0,8.53,1.36,76.72,62.86,13.44,90.17,85.41,53.76,Normal
Kabupaten/Kota_2328,DKI Jakarta,2022,136260932.0,8.7,11.01,72.69,64.51,9.36,40.55,35.1,73.11,Normal
Kabupaten/Kota_2329,Sulawesi Selatan,2020,60382351.0,7.53,14.4,61.83,68.71,5.09,26.32,31.49,48.68,Normal
Kabupaten/Kota_2330,Papua,2024,231905928.0,9.12,4.14,84.61,60.15,11.2,42.48,33.95,84.78,Normal
Kabupaten/Kota_2331,Jawa Tengah,2022,114579697.0,6.63,9.2,61.07,72.43,9.78,68.83,74.4,57.44,Normal
Kabupaten/Kota_2332,Jawa Barat,2024,37469676.0,7.77,8.48,76.4,74.96,10.76,55.88,44.14,46.26,Normal
Kabupaten/Kota_2333,Kalimantan Timur,2020,21250236.0,22.7,8.23,81.34,74.99,12.33,20.42,36.28,96.31,Normal
